No.,Name,name_url,HP,Att,Def,S.Att,S.Def,Spd,PrimaryType,SecondaryType,Ability1,Ability2,HiddenAbility,Generation,Male%,Female%,against_Normal,against_Fire,against_Water,against_Electric,against_Grass,against_Ice,against_Fight,against_Poison,against_Ground,against_Flying,against_Psychic,against_Bug,against_Rock,against_Ghost,against_Dragon,against_Dark,against_Steel,against_Fairy,Height (m),Weight (kg),Capture Rate,Base Happiness,Base Egg Steps,Experience Growth,mega_evolution,overall_legendary
687,Malamar,malamar,86,92,88,68,75,73,dark,psychic,Contrary,Suction Cups,Infiltrator,6,50,50,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2,1.5,47,80,50,2560,Medium Fast,0,0
688,Binacle,binacle,42,52,67,39,56,50,rock,water,Tough Claws,Sniper,Pickpocket,6,50.2,49.8,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,0.5,31,120,50,2560,Medium Fast,0,0
689,Barbaracle,barbaracle,72,105,115,54,86,68,rock,water,Tough Claws,Sniper,Pickpocket,6,50.2,49.8,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,1.3,96,45,50,2560,Medium Fast,0,0
690,Skrelp,skrelp,50,60,60,60,60,30,poison,water,Poison Point,Poison Touch,Adaptability,6,50,50,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5,0.5,7.3,225,50,2560,Medium Fast,0,0
691,Dragalge,dragalge,65,75,90,97,123,44,poison,dragon,Poison Point,Poison Touch,Adaptability,6,50,50,1,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1,1.8,81.5,55,50,2560,Medium Fast,0,0
692,Clauncher,clauncher,50,53,62,58,63,44,water,,Mega Launcher,,,6,50,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,8.3,225,50,1920,Slow,0,0
693,Clawitzer,clawitzer,71,73,88,120,89,59,water,,Mega Launcher,,,6,50,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1.3,35.3,55,50,1920,Slow,0,0
694,Helioptile,helioptile,44,38,33,61,43,70,electric,normal,Dry Skin,Sand Veil,Solar Power,6,50.2,49.8,1,1,1,0.5,1,1,2,1,2,0.5,1,1,1,0,1,1,0.5,1,0.5,6,190,50,2560,Medium Fast,0,0
695,Heliolisk,heliolisk,62,55,52,109,94,109,electric,normal,Dry Skin,Sand Veil,Solar Power,6,50.2,49.8,1,1,1,0.5,1,1,2,1,2,0.5,1,1,1,0,1,1,0.5,1,1,21,75,50,2560,Medium Fast,0,0
696,Tyrunt,tyrunt,58,89,77,45,45,48,rock,dragon,Strong Jaw,,Sturdy,6,88.14,11.86,0.5,0.25,1,0.5,1,2,2,0.5,2,0.5,1,1,1,1,2,1,2,2,0.8,26,45,50,3840,Medium Fast,0,0
697,Tyrantrum,tyrantrum,82,121,119,69,59,71,rock,dragon,Strong Jaw,,Rock Head,6,88.14,11.86,0.5,0.25,1,0.5,1,2,2,0.5,2,0.5,1,1,1,1,2,1,2,2,2.5,270,45,50,3840,Medium Fast,0,0
698,Amaura,amaura,77,59,50,67,63,46,rock,ice,Refrigerate,,Snow Warning,6,88.14,11.86,0.5,1,2,1,2,0.5,4,0.5,2,0.5,1,1,2,1,1,1,4,1,1.3,25.2,45,50,3840,Medium Fast,0,0
699,Aurorus,aurorus,123,77,72,99,92,58,rock,ice,Refrigerate,,Snow Warning,6,88.14,11.86,0.5,1,2,1,2,0.5,4,0.5,2,0.5,1,1,2,1,1,1,4,1,2.7,225,45,50,3840,Medium Fast,0,0
700,Sylveon,sylveon,95,65,65,110,130,60,fairy,,Cute Charm,,Pixilate,6,88,12,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,1,23.5,45,50,4480,Medium Fast,0,0
701,Hawlucha,hawlucha,78,92,75,74,63,118,fighting,flying,Limber,Unburden,Mold Breaker,6,50,50,1,1,1,2,0.5,2,0.5,1,0,2,2,0.25,1,1,1,0.5,1,2,0.8,21.5,100,50,2560,Medium Fast,0,0
702,Dedenne,dedenne,67,58,57,81,67,101,electric,fairy,Cheek Pouch,Pickup,Plus,6,50,50,1,1,1,0.5,1,1,0.5,2,2,0.5,1,0.5,1,1,0,0.5,1,1,0.2,2.2,180,50,2560,Medium Fast,0,0
703,Carbink,carbink,50,50,150,50,150,50,rock,fairy,Clear Body,,Sturdy,6,,,0.5,0.5,2,1,2,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1,0.3,5.7,60,50,3200,Slow,0,0
704,Goomy,goomy,45,50,35,55,75,40,dragon,,Sap Sipper,Hydration,Gooey,6,50,50,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,0.3,2.8,45,35,5120,Slow,0,0
705,Sliggoo,sliggoo,68,75,53,83,113,60,dragon,,Sap Sipper,Hydration,Gooey,6,50,50,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,0.8,17.5,45,35,5120,Slow,0,0
706,Goodra,goodra,90,100,70,110,150,80,dragon,,Sap Sipper,Hydration,Gooey,6,50,50,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,2,150.5,45,35,5120,Slow,0,0
707,Klefki,klefki,57,80,91,80,87,75,steel,fairy,Prankster,,Magician,6,50,50,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5,0.2,3,75,50,2560,Fast,0,0
708,Phantump,phantump,43,70,48,50,60,38,ghost,grass,Natural Cure,Frisk,Harvest,6,50,50,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,0.4,7,120,50,2560,Medium Fast,0,0
709,Trevenant,trevenant,85,110,76,65,82,56,ghost,grass,Natural Cure,Frisk,Harvest,6,50,50,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,1.5,71,60,50,2560,Medium Fast,0,0
710,Pumpkaboo,pumpkaboo,49,66,70,44,55,51,ghost,grass,Pickup,Frisk,Insomnia,6,50.2,49.8,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,0.4,5,120,50,2560,Medium Fast,0,0
711,Gourgeist,gourgeist,65,90,122,58,75,84,ghost,grass,Pickup,Frisk,Insomnia,6,50.2,49.8,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,0.9,12.5,60,50,2560,Medium Fast,0,0
712,Bergmite,bergmite,55,69,85,32,35,28,ice,,Own Tempo,Ice Body,Sturdy,6,50,50,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,1,99.5,190,50,2560,Medium Fast,0,0
713,Avalugg,avalugg,95,117,184,44,46,28,ice,,Own Tempo,Ice Body,Sturdy,6,50,50,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,2,505,55,50,2560,Medium Fast,0,0
714,Noibat,noibat,40,30,35,45,40,55,flying,dragon,Frisk,Infiltrator,Telepathy,6,50,50,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2,0.5,8,190,50,2560,Medium Fast,0,0
715,Noivern,noivern,85,70,80,97,80,123,flying,dragon,Frisk,Infiltrator,Telepathy,6,50,50,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2,1.5,85,45,50,2560,Medium Fast,0,0
716,Xerneas,xerneas,126,131,95,131,98,99,fairy,,Fairy Aura,,,6,,,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,3,215,45,0,15360,Slow,0,1
717,Yveltal,yveltal,126,131,95,131,98,99,dark,flying,Dark Aura,,,6,,,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2,5.8,203,45,0,15360,Slow,0,1
718,Zygarde,zygarde,108,100,121,81,95,95,dragon,ground,Aura Break,,,6,,,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2,5,305,3,0,15360,Slow,0,1
719,Diancie,diancie,50,100,150,100,150,50,rock,fairy,Clear Body,,,6,,,0.5,0.5,2,1,2,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1,0.7,8.8,3,50,3200,Slow,1,1
720,Hoopa,hoopa,80,110,60,150,130,70,psychic,ghost,Magician,,,6,,,0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,4,1,4,1,1,6.5,490,3,100,15360,Slow,0,1
721,Volcanion,volcanion,80,110,120,130,90,70,fire,water,Water Absorb,,,6,,,1,0.25,1,2,1,0.25,1,1,2,1,1,0.5,2,1,1,1,0.25,0.5,1.7,195,3,100,15360,Slow,0,1
722,Rowlet,rowlet,68,55,55,50,50,42,grass,flying,Overgrow,,Long Reach,7,88,12,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1,0.3,1.5,45,50,1920,Medium Slow,0,0
723,Dartrix,dartrix,78,75,75,70,70,52,grass,flying,Overgrow,,Long Reach,7,88,12,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1,0.7,16,45,50,1920,Medium Slow,0,0
724,Decidueye,decidueye,78,107,75,100,100,70,grass,ghost,Overgrow,,Long Reach,7,88,12,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,1.6,36.6,45,50,1920,Medium Slow,0,0
725,Litten,litten,45,65,40,60,40,70,fire,,Blaze,,Intimidate,7,88,12,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.4,4.3,45,50,1920,Medium Slow,0,0
726,Torracat,torracat,65,85,50,80,50,90,fire,,Blaze,,Intimidate,7,88,12,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.7,25,45,50,1920,Medium Slow,0,0
727,Incineroar,incineroar,95,115,90,80,90,60,fire,dark,Blaze,,Intimidate,7,88,12,1,0.5,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,1,1.8,83,45,50,1920,Medium Slow,0,0
728,Popplio,popplio,50,54,54,66,56,40,water,,Torrent,,Liquid Voice,7,88,12,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.4,7.5,45,50,1920,Medium Slow,0,0
729,Brionne,brionne,60,69,69,91,81,50,water,,Torrent,,Liquid Voice,7,88,12,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.6,17.5,45,50,1920,Medium Slow,0,0
730,Primarina,primarina,80,74,74,126,116,60,water,fairy,Torrent,,Liquid Voice,7,88,12,1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1,1.8,44,45,50,1920,Medium Slow,0,0
731,Pikipek,pikipek,35,75,30,30,30,65,normal,flying,Keen Eye,Skill Link,Pickup,7,50,50,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0.3,1.2,255,50,1920,Medium Fast,0,0
732,Trumbeak,trumbeak,55,85,50,40,50,75,normal,flying,Keen Eye,Skill Link,Pickup,7,50,50,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0.6,14.8,120,50,1920,Medium Fast,0,0
733,Toucannon,toucannon,80,120,75,75,75,60,normal,flying,Keen Eye,Skill Link,Sheer Force,7,50,50,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,1.1,26,45,50,1920,Medium Fast,0,0
734,Yungoos,yungoos,48,70,30,30,30,45,normal,,Stakeout,Strong Jaw,Adaptability,7,50,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.4,6,255,50,1920,Medium Fast,0,0
735,Gumshoos,gumshoos,88,110,60,55,60,45,normal,,Stakeout,Strong Jaw,Adaptability,7,50,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.7,14.2,127,50,1920,Medium Fast,0,0
736,Grubbin,grubbin,47,62,45,55,45,46,bug,,Swarm,,,7,50,50,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0.4,4.4,255,50,1920,Medium Fast,0,0
737,Charjabug,charjabug,57,82,95,55,75,36,bug,electric,Battery,,,7,50,50,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1,0.5,10.5,120,50,1920,Medium Fast,0,0
738,Vikavolt,vikavolt,77,70,90,145,75,43,bug,electric,Levitate,,,7,50,50,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1,1.5,45,45,50,1920,Medium Fast,0,0
739,Crabrawler,crabrawler,47,82,57,42,47,63,fighting,,Hyper Cutter,Iron Fist,Anger Point,7,50,50,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0.6,7,225,50,2560,Medium Fast,0,0
740,Crabominable,crabominable,97,132,77,62,67,43,fighting,ice,Hyper Cutter,Iron Fist,Anger Point,7,50,50,1,2,1,1,1,0.5,2,1,1,2,2,0.5,1,1,1,0.5,2,2,1.7,180,60,50,2560,Medium Fast,0,0
741,Oricorio,oricorio,75,70,70,98,70,93,fire,flying,Dancer,,,7,25,75,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5,0.6,3.4,45,50,2560,Medium Fast,0,0
742,Cutiefly,cutiefly,40,45,40,55,40,84,bug,fairy,Honey Gather,Shield Dust,Sweet Veil,7,50,50,1,2,1,1,0.5,1,0.25,2,0.5,2,1,0.5,2,1,0,0.5,2,1,0.1,0.2,190,50,2560,Medium Fast,0,0
743,Ribombee,ribombee,60,55,60,95,70,124,bug,fairy,Honey Gather,Shield Dust,Sweet Veil,7,50,50,1,2,1,1,0.5,1,0.25,2,0.5,2,1,0.5,2,1,0,0.5,2,1,0.2,0.5,75,50,2560,Medium Fast,0,0
744,Rockruff,rockruff,45,65,40,30,40,60,rock,,Keen Eye,Vital Spirit,Steadfast,7,50,50,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,0.5,9.2,190,50,1920,Medium Fast,0,0
745,Lycanroc,lycanroc,75,115,65,55,65,112,rock,,Keen Eye,Sand Rush,Steadfast,7,50,50,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,0.8,25,90,50,1920,Medium Fast,0,0
746,Wishiwashi,wishiwashi,45,20,20,25,25,40,water,,Schooling,,,7,50.2,49.8,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.8,25,60,50,1920,Fast,0,0
747,Mareanie,mareanie,50,53,62,43,52,45,poison,water,Merciless,Limber,Regenerator,7,50,50,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5,0.4,8,190,50,2560,Medium Fast,0,0
748,Toxapex,toxapex,50,63,152,53,142,35,poison,water,Merciless,Limber,Regenerator,7,50,50,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5,0.7,14.5,75,50,2560,Medium Fast,0,0
749,Mudbray,mudbray,70,100,70,45,55,45,ground,,Own Tempo,Stamina,Inner Focus,7,50,50,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,1,110,190,50,2560,Medium Fast,0,0
750,Mudsdale,mudsdale,100,125,100,55,85,35,ground,,Own Tempo,Stamina,Inner Focus,7,50,50,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,2.5,920,60,50,2560,Medium Fast,0,0
751,Dewpider,dewpider,38,40,52,40,72,27,water,bug,Water Bubble,,Water Absorb,7,50,50,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1,0.3,4,200,50,1920,Medium Fast,0,0
752,Araquanid,araquanid,68,70,92,50,132,42,water,bug,Water Bubble,,Water Absorb,7,50,50,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1,1.8,82,100,50,1920,Medium Fast,0,0
753,Fomantis,fomantis,40,55,35,50,35,35,grass,,Leaf Guard,,Contrary,7,50,50,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.3,1.5,190,50,2560,Medium Fast,0,0
754,Lurantis,lurantis,70,105,90,80,90,45,grass,,Leaf Guard,,Contrary,7,50,50,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.9,18.5,75,50,2560,Medium Fast,0,0
755,Morelull,morelull,40,35,55,65,75,15,grass,fairy,Illuminate,Effect Spore,Rain Dish,7,50.2,49.8,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,0.2,1.5,190,50,2560,Medium Fast,0,0
756,Shiinotic,shiinotic,60,45,80,90,100,30,grass,fairy,Illuminate,Effect Spore,Rain Dish,7,50.2,49.8,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,1,11.5,75,50,2560,Medium Fast,0,0
757,Salandit,salandit,48,44,40,71,40,77,poison,fire,Corrosion,,Oblivious,7,88,12,1,0.5,2,1,0.25,0.5,0.5,0.5,4,1,2,0.25,2,1,1,1,0.5,0.25,0.6,4.8,120,50,2560,Medium Fast,0,0
758,Salazzle,salazzle,68,64,60,111,60,117,poison,fire,Corrosion,,Oblivious,7,0,100,1,0.5,2,1,0.25,0.5,0.5,0.5,4,1,2,0.25,2,1,1,1,0.5,0.25,1.2,22.2,45,50,2560,Medium Fast,0,0
759,Stufful,stufful,70,75,50,45,50,50,normal,fighting,Fluffy,Klutz,Cute Charm,7,50.2,49.8,1,1,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2,0.5,6.8,140,50,1920,Medium Fast,0,0
760,Bewear,bewear,120,125,80,55,60,60,normal,fighting,Fluffy,Klutz,Unnerve,7,50.2,49.8,1,1,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2,2.1,135,70,50,1920,Medium Fast,0,0
761,Bounsweet,bounsweet,42,30,38,30,38,32,grass,,Leaf Guard,Oblivious,Sweet Veil,7,0,100,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.3,3.2,235,50,2560,Medium Slow,0,0
762,Steenee,steenee,52,40,48,40,48,62,grass,,Leaf Guard,Oblivious,Sweet Veil,7,0,100,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.7,8.2,120,50,2560,Medium Slow,0,0
763,Tsareena,tsareena,72,120,98,50,98,72,grass,,Leaf Guard,Queenly Majesty,Sweet Veil,7,0,100,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,1.2,21.4,45,50,2560,Medium Slow,0,0
764,Comfey,comfey,51,52,90,82,110,100,fairy,,Flower Veil,Triage,Natural Cure,7,25,75,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,0.1,0.3,60,50,2560,Fast,0,0
765,Oranguru,oranguru,90,60,80,90,110,60,normal,psychic,Inner Focus,Telepathy,Symbiosis,7,50,50,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1,1.5,76,45,50,2560,Slow,0,0
766,Passimian,passimian,100,120,90,40,60,80,fighting,,Receiver,,Defiant,7,50,50,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,2,82.8,45,50,2560,Slow,0,0
767,Wimpod,wimpod,25,35,40,20,30,80,bug,water,Wimp Out,,,7,50.2,49.8,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1,0.5,12,90,50,2560,Medium Fast,0,0
768,Golisopod,golisopod,75,125,140,60,90,40,bug,water,Emergency Exit,,,7,50.2,49.8,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1,2,108,45,50,2560,Medium Fast,0,0
769,Sandygast,sandygast,55,55,80,70,45,15,ghost,ground,Water Compaction,,Sand Veil,7,50,50,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1,0.5,70,140,50,1920,Medium Fast,0,0
770,Palossand,palossand,85,75,110,100,75,35,ghost,ground,Water Compaction,,Sand Veil,7,50,50,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1,1.3,250,60,50,1920,Medium Fast,0,0
771,Pyukumuku,pyukumuku,55,60,130,30,130,5,water,,Innards Out,,Unaware,7,50.2,49.8,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.3,1.2,60,50,1920,Fast,0,0
772,Type: Null,type:null,95,95,95,95,95,59,normal,,Battle Armor,,,7,,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1.9,120.5,3,0,15360,Slow,0,1
773,Silvally,silvally,95,95,95,95,95,95,normal,,RKS System,,,7,,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,2.3,100.5,3,0,15360,Slow,0,1
774,Minior,minior,60,60,100,60,100,60,rock,flying,Shields Down,,,7,,,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1,0.3,40,30,50,3200,Medium Slow,0,0
775,Komala,komala,65,115,65,75,95,65,normal,,Comatose,,,7,50,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.4,19.9,45,50,2560,Slow,0,0
776,Turtonator,turtonator,60,78,135,91,85,36,fire,dragon,Shell Armor,,,7,50.2,49.8,1,0.25,1,0.5,0.25,1,1,1,2,1,1,0.5,2,1,2,1,0.5,1,2,212,70,50,2560,Medium Fast,0,0
777,Togedemaru,togedemaru,65,98,63,40,73,96,electric,steel,Iron Barbs,Lightning Rod,Sturdy,7,50.2,49.8,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5,0.3,3.3,180,50,1280,Medium Fast,0,0
778,Mimikyu,mimikyu,55,90,80,50,105,96,ghost,fairy,Disguise,,,7,50,50,0,1,1,1,1,1,0,1,1,1,1,0.25,1,2,0,1,2,1,0.2,0.7,45,50,2560,Medium Fast,0,0
779,Bruxish,bruxish,68,105,70,70,70,92,water,psychic,Dazzling,Strong Jaw,Wonder Skin,7,50,50,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1,0.9,19,80,50,1920,Medium Fast,0,0
780,Drampa,drampa,78,60,85,135,91,36,normal,dragon,Berserk,Sap Sipper,Cloud Nine,7,50.2,49.8,1,0.5,0.5,0.5,0.5,2,2,1,1,1,1,1,1,0,2,1,1,2,3,185,70,50,2560,Medium Fast,0,0
781,Dhelmise,dhelmise,70,131,100,86,90,40,ghost,grass,Steelworker,,,7,,,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,3.9,210,25,50,3200,Medium Fast,0,0
782,Jangmo-o,jangmo-o,45,55,65,45,45,45,dragon,,Bulletproof,Soundproof,Overcoat,7,50,50,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,0.6,29.7,45,50,5120,Slow,0,0
783,Hakamo-o,hakamo-o,55,75,90,65,70,65,dragon,fighting,Bulletproof,Soundproof,Overcoat,7,50,50,1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4,1.2,47,45,50,5120,Slow,0,0
784,Kommo-o,kommo-o,75,110,125,100,105,85,dragon,fighting,Bulletproof,Soundproof,Overcoat,7,50,50,1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4,1.6,78.2,45,50,5120,Slow,0,0
785,Tapu Koko,tapukoko,70,115,85,95,75,130,electric,fairy,Electric Surge,,Telepathy,7,,,1,1,1,0.5,1,1,0.5,2,2,0.5,1,0.5,1,1,0,0.5,1,1,1.8,20.5,3,50,1920,Slow,0,1
786,Tapu Lele,tapulele,70,85,75,130,115,95,psychic,fairy,Psychic Surge,,Telepathy,7,,,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,1.2,18.6,3,50,1920,Slow,0,1
787,Tapu Bulu,tapubulu,70,130,115,85,95,75,grass,fairy,Grassy Surge,,Telepathy,7,,,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,1.9,45.5,3,50,1920,Slow,0,1
788,Tapu Fini,tapufini,70,75,115,95,130,85,water,fairy,Misty Surge,,Telepathy,7,,,1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1,1.3,21.2,3,50,1920,Slow,0,1
789,Cosmog,cosmog,43,29,31,29,31,37,psychic,,Unaware,,,7,,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.2,0.1,3,0,15360,Slow,0,1
790,Cosmoem,cosmoem,43,29,131,29,131,37,psychic,,Sturdy,,,7,,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.1,999.9,3,0,15360,Slow,0,1
791,Solgaleo,solgaleo,137,137,107,113,89,97,psychic,steel,Full Metal Body,,,7,,,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,3.4,230,3,0,15360,Slow,0,1
792,Lunala,lunala,137,113,89,137,107,97,psychic,ghost,Shadow Shield,,,7,,,0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,4,1,4,1,1,4,120,3,0,15360,Slow,0,1
793,Nihilego,nihilego,109,53,47,127,131,103,rock,poison,Beast Boost,,,7,,,0.5,0.5,2,1,1,1,1,0.25,4,0.5,2,0.5,1,1,1,1,2,0.5,1.2,55.5,45,0,15360,Slow,0,1
794,Buzzwole,buzzwole,107,139,139,53,53,79,bug,fighting,Beast Boost,,,7,,,1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2,2.4,333.6,45,0,15360,Slow,0,1
795,Pheromosa,pheromosa,71,137,37,137,37,151,bug,fighting,Beast Boost,,,7,,,1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2,1.8,25,45,0,15360,Slow,0,1
796,Xurkitree,xurkitree,83,89,71,173,71,83,electric,,Beast Boost,,,7,,,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,3.8,100,45,0,15360,Slow,0,1
797,Celesteela,celesteela,97,101,103,107,101,61,steel,flying,Beast Boost,,,7,,,0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5,9.2,999.9,45,0,15360,Slow,0,1
798,Kartana,kartana,59,181,131,59,31,109,grass,steel,Beast Boost,,,7,,,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5,0.3,0.1,45,0,15360,Slow,0,1
799,Guzzlord,guzzlord,223,101,53,97,53,43,dark,dragon,Beast Boost,,,7,,,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4,5.5,888,45,0,15360,Slow,0,1
800,Necrozma,necrozma,97,107,101,127,89,79,psychic,,Prism Armor,,,7,,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,2.3,350,3,0,15360,Slow,0,1
