UniqeIdentifier,No.,Name,name_url,HP,Att,Def,S.Att,S.Def,Spd,Ph.Sweep,Sp.Sweep,Wall,Ph.Tank,Sp.Tank,PrimaryType,SecondaryType,Ability,Ability Gen,Ability Category,Activation Requirement,Gen,Male%,Female%,against_Normal,against_Fire,against_Water,against_Electric,against_Grass,against_Ice,against_Fight,against_Poison,against_Ground,against_Flying,against_Psychic,against_Bug,against_Rock,against_Ghost,against_Dragon,against_Dark,against_Steel,against_Fairy,Height (m),Weight (kg),Capture Rate,Base Happiness,Base Egg Steps,Experience Growth,mega_evolution,overall_legendary,final_stage,regional_form
570zoruaIllusion8,570,Zorua,zorua,35,60,40,85,40,70,130,155,115,100,125,normal,ghost,Illusion,5,Miscellaneous,Yes,8,88,12,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,0,1,2,1,1,0.7,12.5,75,50,3200,Medium Slow,0,0,0,1
571zoroarkIllusion5,571,Zoroark,zoroark,60,105,60,120,60,105,210,225,180,165,180,dark,,Illusion,5,Miscellaneous,Yes,5,88,12,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,1.6,81.1,45,50,2560,Medium Slow,0,0,1,0
571zoroarkIllusion8,571,Zoroark,zoroark,55,100,60,125,60,110,210,235,175,160,185,normal,ghost,Illusion,5,Miscellaneous,Yes,8,88,12,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,0,1,2,1,1,1.6,73,45,50,2560,Medium Slow,0,0,1,1
572minccinoCute Charm5,572,Minccino,minccino,55,50,40,40,40,75,125,115,135,90,80,normal,,Cute Charm,3,Stats Affected,Yes,5,25,75,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.4,5.8,255,50,1920,Fast,0,0,0,0
572minccinoTechnician5,572,Minccino,minccino,55,50,40,40,40,75,125,115,135,90,80,normal,,Technician,4,Conditional Power Boosts,No,5,25,75,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.4,5.8,255,50,1920,Fast,0,0,0,0
572minccinoSkill Link5,572,Minccino,minccino,55,50,40,40,40,75,125,115,135,90,80,normal,,Skill Link,4,Stats Affected,Yes,5,25,75,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.4,5.8,255,50,1920,Fast,0,0,0,0
573cinccinoCute Charm5,573,Cinccino,cinccino,75,95,60,65,60,115,210,180,195,155,125,normal,,Cute Charm,3,Stats Affected,Yes,5,25,75,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.5,7.5,60,50,1920,Fast,0,0,1,0
573cinccinoTechnician5,573,Cinccino,cinccino,75,95,60,65,60,115,210,180,195,155,125,normal,,Technician,4,Conditional Power Boosts,No,5,25,75,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.5,7.5,60,50,1920,Fast,0,0,1,0
573cinccinoSkill Link5,573,Cinccino,cinccino,75,95,60,65,60,115,210,180,195,155,125,normal,,Skill Link,4,Stats Affected,Yes,5,25,75,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.5,7.5,60,50,1920,Fast,0,0,1,0
574gothitaFrisk5,574,Gothita,gothita,45,30,50,55,65,45,75,100,160,80,120,psychic,,Frisk,4,Item Interaction,No,5,25,75,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.4,5.8,200,50,2560,Medium Slow,0,0,0,0
574gothitaCompetitive5,574,Gothita,gothita,45,30,50,55,65,45,75,100,160,80,120,psychic,,Competitive,6,Stats Affected,Yes,5,25,75,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.4,5.8,200,50,2560,Medium Slow,0,0,0,0
574gothitaShadow Tag5,574,Gothita,gothita,45,30,50,55,65,45,75,100,160,80,120,psychic,,Shadow Tag,3,Damage Modification,Yes,5,25,75,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.4,5.8,200,50,2560,Medium Slow,0,0,0,0
575gothoritaFrisk5,575,Gothorita,gothorita,60,45,70,75,85,55,100,130,215,115,160,psychic,,Frisk,4,Item Interaction,No,5,25,75,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.7,18,100,50,2560,Medium Slow,0,0,0,0
575gothoritaCompetitive5,575,Gothorita,gothorita,60,45,70,75,85,55,100,130,215,115,160,psychic,,Competitive,6,Stats Affected,Yes,5,25,75,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.7,18,100,50,2560,Medium Slow,0,0,0,0
575gothoritaShadow Tag5,575,Gothorita,gothorita,60,45,70,75,85,55,100,130,215,115,160,psychic,,Shadow Tag,3,Damage Modification,Yes,5,25,75,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.7,18,100,50,2560,Medium Slow,0,0,0,0
576gothitelleFrisk5,576,Gothitelle,gothitelle,70,55,95,95,110,65,120,160,275,150,205,psychic,,Frisk,4,Item Interaction,No,5,25,75,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,1.5,44,50,50,2560,Medium Slow,0,0,1,0
576gothitelleCompetitive5,576,Gothitelle,gothitelle,70,55,95,95,110,65,120,160,275,150,205,psychic,,Competitive,6,Stats Affected,Yes,5,25,75,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,1.5,44,50,50,2560,Medium Slow,0,0,1,0
576gothitelleShadow Tag5,576,Gothitelle,gothitelle,70,55,95,95,110,65,120,160,275,150,205,psychic,,Shadow Tag,3,Damage Modification,Yes,5,25,75,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,1.5,44,50,50,2560,Medium Slow,0,0,1,0
577solosisOvercoat5,577,Solosis,solosis,45,30,40,105,50,20,50,125,135,70,155,psychic,,Overcoat,5,Weather,No,5,50,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.3,1,200,50,2560,Medium Slow,0,0,0,0
577solosisMagic Guard5,577,Solosis,solosis,45,30,40,105,50,20,50,125,135,70,155,psychic,,Magic Guard,4,Damage Modification,Yes,5,50,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.3,1,200,50,2560,Medium Slow,0,0,0,0
577solosisRegenerator5,577,Solosis,solosis,45,30,40,105,50,20,50,125,135,70,155,psychic,,Regenerator,5,Healing,Yes,5,50,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.3,1,200,50,2560,Medium Slow,0,0,0,0
578duosionOvercoat5,578,Duosion,duosion,65,40,50,125,60,30,70,155,175,90,185,psychic,,Overcoat,5,Weather,No,5,50,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.6,8,100,50,2560,Medium Slow,0,0,0,0
578duosionMagic Guard5,578,Duosion,duosion,65,40,50,125,60,30,70,155,175,90,185,psychic,,Magic Guard,4,Damage Modification,Yes,5,50,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.6,8,100,50,2560,Medium Slow,0,0,0,0
578duosionRegenerator5,578,Duosion,duosion,65,40,50,125,60,30,70,155,175,90,185,psychic,,Regenerator,5,Healing,Yes,5,50,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.6,8,100,50,2560,Medium Slow,0,0,0,0
579reuniclusOvercoat5,579,Reuniclus,reuniclus,110,65,75,125,85,30,95,155,270,140,210,psychic,,Overcoat,5,Weather,No,5,50,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,1,20.1,50,50,2560,Medium Slow,0,0,1,0
579reuniclusMagic Guard5,579,Reuniclus,reuniclus,110,65,75,125,85,30,95,155,270,140,210,psychic,,Magic Guard,4,Damage Modification,Yes,5,50,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,1,20.1,50,50,2560,Medium Slow,0,0,1,0
579reuniclusRegenerator5,579,Reuniclus,reuniclus,110,65,75,125,85,30,95,155,270,140,210,psychic,,Regenerator,5,Healing,Yes,5,50,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,1,20.1,50,50,2560,Medium Slow,0,0,1,0
580ducklettKeen Eye5,580,Ducklett,ducklett,62,44,50,44,50,55,99,99,162,94,94,water,flying,Keen Eye,3,Damage Modification,Yes,5,50,50,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,0.5,5.5,190,50,2560,Medium Fast,0,0,0,0
580ducklettBig Pecks5,580,Ducklett,ducklett,62,44,50,44,50,55,99,99,162,94,94,water,flying,Big Pecks,5,Damage Modification,Yes,5,50,50,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,0.5,5.5,190,50,2560,Medium Fast,0,0,0,0
580ducklettHydration5,580,Ducklett,ducklett,62,44,50,44,50,55,99,99,162,94,94,water,flying,Hydration,4,Healing,Yes,5,50,50,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,0.5,5.5,190,50,2560,Medium Fast,0,0,0,0
581swannaKeen Eye5,581,Swanna,swanna,75,87,63,87,63,98,185,185,201,150,150,water,flying,Keen Eye,3,Damage Modification,Yes,5,50,50,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,1.3,24.2,45,50,2560,Medium Fast,0,0,1,0
581swannaBig Pecks5,581,Swanna,swanna,75,87,63,87,63,98,185,185,201,150,150,water,flying,Big Pecks,5,Damage Modification,Yes,5,50,50,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,1.3,24.2,45,50,2560,Medium Fast,0,0,1,0
581swannaHydration5,581,Swanna,swanna,75,87,63,87,63,98,185,185,201,150,150,water,flying,Hydration,4,Healing,Yes,5,50,50,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,1.3,24.2,45,50,2560,Medium Fast,0,0,1,0
582vanilliteIce Body5,582,Vanillite,vanillite,36,50,50,65,60,44,94,109,146,100,125,ice,,Ice Body,4,Miscellaneous,Yes,5,50.2,49.8,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,0.4,5.7,255,50,2560,Slow,0,0,0,0
582vanilliteSnow Cloak5,582,Vanillite,vanillite,36,50,50,65,60,44,94,109,146,100,125,ice,,Snow Cloak,4,Stats Affected,Yes,5,50.2,49.8,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,0.4,5.7,255,50,2560,Slow,0,0,0,0
582vanilliteWeak Armor5,582,Vanillite,vanillite,36,50,50,65,60,44,94,109,146,100,125,ice,,Weak Armor,5,Stats Affected,No,5,50.2,49.8,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,0.4,5.7,255,50,2560,Slow,0,0,0,0
583vanillishIce Body5,583,Vanillish,vanillish,51,65,65,80,75,59,124,139,191,130,155,ice,,Ice Body,4,Miscellaneous,Yes,5,50.2,49.8,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,1.1,41,120,50,2560,Slow,0,0,0,0
583vanillishSnow Cloak5,583,Vanillish,vanillish,51,65,65,80,75,59,124,139,191,130,155,ice,,Snow Cloak,4,Stats Affected,Yes,5,50.2,49.8,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,1.1,41,120,50,2560,Slow,0,0,0,0
583vanillishWeak Armor5,583,Vanillish,vanillish,51,65,65,80,75,59,124,139,191,130,155,ice,,Weak Armor,5,Stats Affected,No,5,50.2,49.8,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,1.1,41,120,50,2560,Slow,0,0,0,0
584vanilluxeIce Body5,584,Vanilluxe,vanilluxe,71,95,85,110,95,79,174,189,251,180,205,ice,,Ice Body,4,Miscellaneous,Yes,5,50.2,49.8,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,1.3,57.5,45,50,2560,Slow,0,0,1,0
584vanilluxeSnow Warning5,584,Vanilluxe,vanilluxe,71,95,85,110,95,79,174,189,251,180,205,ice,,Snow Warning,4,Weather,Yes,5,50.2,49.8,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,1.3,57.5,45,50,2560,Slow,0,0,1,0
584vanilluxeWeak Armor5,584,Vanilluxe,vanilluxe,71,95,85,110,95,79,174,189,251,180,205,ice,,Weak Armor,5,Stats Affected,No,5,50.2,49.8,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,1.3,57.5,45,50,2560,Slow,0,0,1,0
585deerlingChlorophyll5,585,Deerling,deerling,60,60,50,40,50,75,135,115,160,110,90,normal,grass,Chlorophyll,3,Stats Affected,Yes,5,50,50,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1,0.6,19.5,190,50,2560,Medium Fast,0,0,0,0
585deerlingSap Sipper5,585,Deerling,deerling,60,60,50,40,50,75,135,115,160,110,90,normal,grass,Sap Sipper,5,Conditional Power Boosts,Yes,5,50,50,1,2,0.5,0.5,0,2,2,2,0.5,2,1,2,1,0,1,1,1,1,0.6,19.5,190,50,2560,Medium Fast,0,0,0,0
585deerlingSerene Grace5,585,Deerling,deerling,60,60,50,40,50,75,135,115,160,110,90,normal,grass,Serene Grace,3,Conditional Power Boosts,Yes,5,50,50,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1,0.6,19.5,190,50,2560,Medium Fast,0,0,0,0
586sawsbuckChlorophyll5,586,Sawsbuck,sawsbuck,80,100,70,60,70,95,195,155,220,170,130,normal,grass,Chlorophyll,3,Stats Affected,Yes,5,50,50,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1,1.9,92.5,75,50,2560,Medium Fast,0,0,1,0
586sawsbuckSap Sipper5,586,Sawsbuck,sawsbuck,80,100,70,60,70,95,195,155,220,170,130,normal,grass,Sap Sipper,5,Conditional Power Boosts,Yes,5,50,50,1,2,0.5,0.5,0,2,2,2,0.5,2,1,2,1,0,1,1,1,1,1.9,92.5,75,50,2560,Medium Fast,0,0,1,0
586sawsbuckSerene Grace5,586,Sawsbuck,sawsbuck,80,100,70,60,70,95,195,155,220,170,130,normal,grass,Serene Grace,3,Conditional Power Boosts,Yes,5,50,50,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1,1.9,92.5,75,50,2560,Medium Fast,0,0,1,0
587emolgaStatic5,587,Emolga,emolga,55,75,60,75,60,103,178,178,175,135,135,electric,flying,Static,3,Stats Affected,No,5,50.2,49.8,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1,0.4,5,200,50,2560,Medium Fast,0,0,1,0
587emolgaMotor Drive5,587,Emolga,emolga,55,75,60,75,60,103,178,178,175,135,135,electric,flying,Motor Drive,4,Stats Affected,Yes,5,50.2,49.8,1,1,1,0,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1,0.4,5,200,50,2560,Medium Fast,0,0,1,0
588karrablastSwarm5,588,Karrablast,karrablast,50,75,45,40,45,60,135,100,140,120,85,bug,,Swarm,3,Conditional Power Boosts,Yes,5,50.2,49.8,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0.5,5.9,200,50,1920,Medium Fast,0,0,0,0
588karrablastShed Skin5,588,Karrablast,karrablast,50,75,45,40,45,60,135,100,140,120,85,bug,,Shed Skin,3,Miscellaneous,No,5,50.2,49.8,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0.5,5.9,200,50,1920,Medium Fast,0,0,0,0
588karrablastNo Guard5,588,Karrablast,karrablast,50,75,45,40,45,60,135,100,140,120,85,bug,,No Guard,4,Miscellaneous,Yes,5,50.2,49.8,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0.5,5.9,200,50,1920,Medium Fast,0,0,0,0
589escavalierSwarm5,589,Escavalier,escavalier,70,135,105,60,105,20,155,80,280,240,165,bug,steel,Swarm,3,Conditional Power Boosts,Yes,5,50.2,49.8,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5,1,33,75,50,1920,Medium Fast,0,0,1,0
589escavalierShell Armor5,589,Escavalier,escavalier,70,135,105,60,105,20,155,80,280,240,165,bug,steel,Shell Armor,3,Critical Hit Interaction,Yes,5,50.2,49.8,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5,1,33,75,50,1920,Medium Fast,0,0,1,0
589escavalierOvercoat5,589,Escavalier,escavalier,70,135,105,60,105,20,155,80,280,240,165,bug,steel,Overcoat,5,Weather,No,5,50.2,49.8,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5,1,33,75,50,1920,Medium Fast,0,0,1,0
590foongusEffect Spore5,590,Foongus,foongus,69,55,45,55,55,15,70,70,169,100,110,grass,poison,Effect Spore,3,Status Affected,No,5,50,50,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,0.2,1,190,50,2560,Medium Fast,0,0,0,0
590foongusRegenerator5,590,Foongus,foongus,69,55,45,55,55,15,70,70,169,100,110,grass,poison,Regenerator,5,Healing,Yes,5,50,50,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,0.2,1,190,50,2560,Medium Fast,0,0,0,0
591amoongussEffect Spore5,591,Amoonguss,amoonguss,114,85,70,85,80,30,115,115,264,155,165,grass,poison,Effect Spore,3,Status Affected,No,5,50,50,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,0.6,10.5,75,50,2560,Medium Fast,0,0,1,0
591amoongussRegenerator5,591,Amoonguss,amoonguss,114,85,70,85,80,30,115,115,264,155,165,grass,poison,Regenerator,5,Healing,Yes,5,50,50,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,0.6,10.5,75,50,2560,Medium Fast,0,0,1,0
592frillishWater Absorb5,592,Frillish,frillish,55,40,50,65,85,40,80,105,190,90,150,water,ghost,Water Absorb,3,Healing,Yes,5,50.2,49.8,0,0.5,0,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1,1.2,33,190,50,2560,Medium Fast,0,0,0,0
592frillishCursed Body5,592,Frillish,frillish,55,40,50,65,85,40,80,105,190,90,150,water,ghost,Cursed Body,5,Miscellaneous,No,5,50.2,49.8,0,0.5,0.5,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1,1.2,33,190,50,2560,Medium Fast,0,0,0,0
592frillishDamp5,592,Frillish,frillish,55,40,50,65,85,40,80,105,190,90,150,water,ghost,Damp,3,Miscellaneous,Yes,5,50.2,49.8,0,0.5,0.5,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1,1.2,33,190,50,2560,Medium Fast,0,0,0,0
593jellicentWater Absorb5,593,Jellicent,jellicent,100,60,70,85,105,60,120,145,275,130,190,water,ghost,Water Absorb,3,Healing,Yes,5,50.2,49.8,0,0.5,0,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1,2.2,135,60,50,2560,Medium Fast,0,0,1,0
593jellicentCursed Body5,593,Jellicent,jellicent,100,60,70,85,105,60,120,145,275,130,190,water,ghost,Cursed Body,5,Miscellaneous,No,5,50.2,49.8,0,0.5,0.5,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1,2.2,135,60,50,2560,Medium Fast,0,0,1,0
593jellicentDamp5,593,Jellicent,jellicent,100,60,70,85,105,60,120,145,275,130,190,water,ghost,Damp,3,Miscellaneous,Yes,5,50.2,49.8,0,0.5,0.5,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1,2.2,135,60,50,2560,Medium Fast,0,0,1,0
594alomomolaHealer5,594,Alomomola,alomomola,165,75,80,40,45,65,140,105,290,155,85,water,,Healer,5,Stats Affected,No,5,50,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1.2,31.6,75,50,5120,Fast,0,0,1,0
594alomomolaHydration5,594,Alomomola,alomomola,165,75,80,40,45,65,140,105,290,155,85,water,,Hydration,4,Healing,Yes,5,50,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1.2,31.6,75,50,5120,Fast,0,0,1,0
594alomomolaRegenerator5,594,Alomomola,alomomola,165,75,80,40,45,65,140,105,290,155,85,water,,Regenerator,5,Healing,Yes,5,50,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1.2,31.6,75,50,5120,Fast,0,0,1,0
595joltikCompound Eyes5,595,Joltik,joltik,50,47,50,57,50,65,112,122,150,97,107,bug,electric,Compound Eyes,3,Stats Affected,No,5,50,50,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1,0.1,0.6,190,50,2560,Medium Fast,0,0,0,0
595joltikUnnerve5,595,Joltik,joltik,50,47,50,57,50,65,112,122,150,97,107,bug,electric,Unnerve,5,Miscellaneous,No,5,50,50,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1,0.1,0.6,190,50,2560,Medium Fast,0,0,0,0
595joltikSwarm5,595,Joltik,joltik,50,47,50,57,50,65,112,122,150,97,107,bug,electric,Swarm,3,Conditional Power Boosts,Yes,5,50,50,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1,0.1,0.6,190,50,2560,Medium Fast,0,0,0,0
596galvantulaCompound Eyes5,596,Galvantula,galvantula,70,77,60,97,60,108,185,205,190,137,157,bug,electric,Compound Eyes,3,Stats Affected,No,5,50,50,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1,0.8,14.3,75,50,2560,Medium Fast,0,0,1,0
596galvantulaUnnerve5,596,Galvantula,galvantula,70,77,60,97,60,108,185,205,190,137,157,bug,electric,Unnerve,5,Miscellaneous,No,5,50,50,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1,0.8,14.3,75,50,2560,Medium Fast,0,0,1,0
596galvantulaSwarm5,596,Galvantula,galvantula,70,77,60,97,60,108,185,205,190,137,157,bug,electric,Swarm,3,Conditional Power Boosts,Yes,5,50,50,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1,0.8,14.3,75,50,2560,Medium Fast,0,0,1,0
597ferroseedIron Barbs5,597,Ferroseed,ferroseed,44,50,91,24,86,10,60,34,221,141,110,grass,steel,Iron Barbs,5,Miscellaneous,Yes,5,50.2,49.8,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5,0.6,18.8,255,50,2560,Medium Fast,0,0,0,0
598ferrothornIron Barbs5,598,Ferrothorn,ferrothorn,74,94,131,54,116,20,114,74,321,225,170,grass,steel,Iron Barbs,5,Miscellaneous,Yes,5,50.2,49.8,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5,1,110,90,50,2560,Medium Fast,0,0,1,0
598ferrothornAnticipation5,598,Ferrothorn,ferrothorn,74,94,131,54,116,20,114,74,321,225,170,grass,steel,Anticipation,4,Miscellaneous,No,5,50.2,49.8,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5,1,110,90,50,2560,Medium Fast,0,0,1,0
599klinkPlus5,599,Klink,klink,40,55,70,45,60,30,85,75,170,125,105,steel,,Plus,3,Miscellaneous,Yes,5,0,0,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.3,21,130,50,2560,Medium Slow,0,0,0,0
599klinkMinus5,599,Klink,klink,40,55,70,45,60,30,85,75,170,125,105,steel,,Minus,3,Stats Affected,Yes,5,0,0,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.3,21,130,50,2560,Medium Slow,0,0,0,0
599klinkClear Body5,599,Klink,klink,40,55,70,45,60,30,85,75,170,125,105,steel,,Clear Body,3,Stats Affected,Yes,5,0,0,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.3,21,130,50,2560,Medium Slow,0,0,0,0
600klangPlus5,600,Klang,klang,60,80,95,70,85,50,130,120,240,175,155,steel,,Plus,3,Miscellaneous,Yes,5,0,0,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.6,51,60,50,2560,Medium Slow,0,0,0,0
600klangMinus5,600,Klang,klang,60,80,95,70,85,50,130,120,240,175,155,steel,,Minus,3,Stats Affected,Yes,5,0,0,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.6,51,60,50,2560,Medium Slow,0,0,0,0
600klangClear Body5,600,Klang,klang,60,80,95,70,85,50,130,120,240,175,155,steel,,Clear Body,3,Stats Affected,Yes,5,0,0,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.6,51,60,50,2560,Medium Slow,0,0,0,0
601klinklangPlus5,601,Klinklang,klinklang,60,100,115,70,85,90,190,160,260,215,155,steel,,Plus,3,Miscellaneous,Yes,5,0,0,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.6,81,30,50,2560,Medium Slow,0,0,1,0
601klinklangMinus5,601,Klinklang,klinklang,60,100,115,70,85,90,190,160,260,215,155,steel,,Minus,3,Stats Affected,Yes,5,0,0,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.6,81,30,50,2560,Medium Slow,0,0,1,0
601klinklangClear Body5,601,Klinklang,klinklang,60,100,115,70,85,90,190,160,260,215,155,steel,,Clear Body,3,Stats Affected,Yes,5,0,0,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.6,81,30,50,2560,Medium Slow,0,0,1,0
602tynamoLevitate5,602,Tynamo,tynamo,35,55,40,45,40,60,115,105,115,95,85,electric,,Levitate,3,Type Advantage and Manipulation,No,5,50,50,1,1,1,0.5,1,1,1,1,0,0.5,1,1,1,1,1,1,0.5,1,0.2,0.3,190,50,2560,Slow,0,0,0,0
603eelektrikLevitate5,603,Eelektrik,eelektrik,65,85,70,75,70,40,125,115,205,155,145,electric,,Levitate,3,Type Advantage and Manipulation,No,5,50,50,1,1,1,0.5,1,1,1,1,0,0.5,1,1,1,1,1,1,0.5,1,1.2,22,60,50,2560,Slow,0,0,0,0
604eelektrossLevitate5,604,Eelektross,eelektross,85,115,80,105,80,50,165,155,245,195,185,electric,,Levitate,3,Type Advantage and Manipulation,No,5,50,50,1,1,1,0.5,1,1,1,1,0,0.5,1,1,1,1,1,1,0.5,1,2.1,80.5,30,50,2560,Slow,0,0,1,0
605elgyemTelepathy5,605,Elgyem,elgyem,55,55,55,85,55,30,85,115,165,110,140,psychic,,Telepathy,5,Miscellaneous,No,5,50.2,49.8,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.5,9,255,50,2560,Medium Fast,0,0,0,0
